>>> Flushing on both sockets <<<
1024,13488
2048,36757
4096,44277
8192,45413
16384,88152
32768,158281
65536,318588
131072,581082
262144,2431132
524288,5047081
1048576,9576114
2097152,19330189
>>> Flushing on one socket <<<
1024,11438
2048,11810
4096,21993
8192,34745
16384,57502
32768,125317
65536,278232
131072,577418
262144,2483067
524288,5042252
1048576,10931192
2097152,19841684
