>>> Flushing on both sockets <<<
1024,3969
2048,11432
4096,17564
8192,32519
16384,58648
32768,120072
65536,236319
131072,465284
262144,1906762
524288,3819273
1048576,7796465
2097152,15831380
>>> Flushing on one socket <<<
1024,7669
2048,9086
4096,14987
8192,33115
16384,69048
32768,149713
65536,292134
131072,668181
262144,2114037
524288,4066843
1048576,8327501
2097152,17036713
